fipsst,fipsco,pop_total,aadr70,aadr00,cutoff70_a,cutoff00_a,stroke_belt70,stroke_belt00
06,06069,25202,.000367798,.00054459611,.00070765469,.0010762762,0,0
06,06071,903112,.00070085796,.0010412746,.00070765469,.0010762762,0,0
06,06073,1875284,.00062319636,.00096246018,.00070765469,.0010762762,0,0
06,06075,679193,.00056859048,.00081120862,.00070765469,.0010762762,0,0
06,06077,350186,.00059174257,.00090847933,.00070765469,.0010762762,0,0
06,06079,156829,.00053280452,.0007927788,.00070765469,.0010762762,0,0
06,06081,587968,.00081680459,.0012963818,.00070765469,.0010762762,1,1
06,06083,300236,.00068203965,.0010425545,.00070765469,.0010762762,0,0
06,06085,1300884,.00070571562,.0010950506,.00070765469,.0010762762,0,1
06,06087,189358,.00064095343,.0010043276,.00070765469,.0010762762,0,0
06,06089,116638,.00047924096,.00068146922,.00070765469,.0010762762,0,0
06,06091,3075,.00033795455,.00070490909,.00070765469,.0010762762,0,0
06,06093,39961,.00068203243,.0011378201,.00070765469,.0010762762,0,1
06,06095,237272,.00083361578,.0012723499,.00070765469,.0010762762,1,1
06,06097,301677,.00058013888,.00090592942,.00070765469,.0010762762,0,0
06,06099,267945,.00076630828,.001187169,.00070765469,.0010762762,1,1
06,06101,52568,.00054984866,.00085534586,.00070765469,.0010762762,0,0
06,06103,39176,.00034005468,.00057621015,.00070765469,.0010762762,0,0
06,06105,11956,.00036829602,.00060682511,.00070765469,.0010762762,0,0
06,06107,247496,.00070558331,.0010862675,.00070765469,.0010762762,0,1
06,06109,34214,.00041716214,.00060920336,.00070765469,.0010762762,0,0
06,06111,532894,.0005331717,.0008269503,.00070765469,.0010762762,0,0
06,06113,113792,.0007411578,.0011825261,.00070765469,.0010762762,1,1
06,06115,49807,.00060898106,.0008943486,.00070765469,.0010762762,0,0
08,08001,247223,.00039927775,.00058592355,.00070765469,.0010762762,0,0
08,08003,11874,.00068854284,.0010182904,.00070765469,.0010762762,0,0
08,08005,297368,.00073221256,.0011653937,.00070765469,.0010762762,1,1
08,08009,5398,.00020652778,.00043077779,.00070765469,.0010762762,0,0
08,08011,5944,.00064988836,.00081960042,.00070765469,.0010762762,0,0
08,08013,191018,.00037069217,.000551251,.00070765469,.0010762762,0,0
08,08015,13268,.0004367861,.00062690594,.00070765469,.0010762762,0,0
08,08021,7773,.00011836558,.00012773114,.00070765469,.0010762762,0,0
08,08025,2991,.0004052466,.00065744994,.00070765469,.0010762762,0,0
08,08029,21479,.00025743473,.00046285853,.00070765469,.0010762762,0,0
08,08031,494141,.00060174533,.00085526623,.00070765469,.0010762762,0,0
08,08035,25625,.00032029027,.00044731735,.00070765469,.0010762762,0,0
08,08039,6903,.00011991935,.00025012903,.00070765469,.0010762762,0,0
08,08041,312087,.00065810239,.0010098312,.00070765469,.0010762762,0,0
08,08043,28820,.00065937469,.00099958666,.00070765469,.0010762762,0,0
08,08045,23033,.00064368907,.001064071,.00070765469,.0010762762,0,0
08,08051,10722,.00020063935,.00021651475,.00070765469,.0010762762,0,0
08,08055,6448,.00032041621,.0004412698,.00070765469,.0010762762,0,0
08,08059,374681,.00048135489,.00075305771,.00070765469,.0010762762,0,0
08,08063,7601,.00032341003,.00051603047,.00070765469,.0010762762,0,0
08,08065,8844,.00016003502,.00018884316,.00070765469,.0010762762,0,0
08,08067,27437,.00078033435,.0012227061,.00070765469,.0010762762,1,1
08,08069,150179,.00044071046,.00066998124,.00070765469,.0010762762,0,0
08,08071,14930,.00055093103,.00084130996,.00070765469,.0010762762,0,0
08,08073,4642,.00055452,.00086685066,.00070765469,.0010762762,0,0
08,08075,19833,.00022429995,.00032079956,.00070765469,.0010762762,0,0
08,08077,82837,.00065424095,.00097834948,.00070765469,.0010762762,0,0
08,08081,13198,.00017494117,.00036489413,.00070765469,.0010762762,0,0
08,08083,16651,.00047425844,.00066390989,.00070765469,.0010762762,0,0
08,08085,24537,.000558345,.00084939681,.00070765469,.0010762762,0,0
08,08087,22514,.00048671511,.00075282686,.00070765469,.0010762762,0,0
08,08089,22590,.00032909249,.00057136372,.00070765469,.0010762762,0,0
08,08095,4539,.00010242177,.0001525238,.00070765469,.0010762762,0,0
08,08097,10348,.0005474909,.00081530906,.00070765469,.0010762762,0,0
08,08099,13066,.00037951535,.00056312256,.00070765469,.0010762762,0,0
08,08101,126076,.00064735487,.00094806647,.00070765469,.0010762762,0,0
08,08103,6353,.00066088891,.001378489,.00070765469,.0010762762,0,1
08,08105,10574,.00038785618,.00065958756,.00070765469,.0010762762,0,0
08,08107,13454,.0003481156,.00051840465,.00070765469,.0010762762,0,0
08,08115,3257,.0006925913,.00089351524,.00070765469,.0010762762,0,0
08,08119,8138,.00021508572,.00032030002,.00070765469,.0010762762,0,0
08,08121,5287,.000095320516,.00019882052,.00070765469,.0010762762,0,0
08,08123,123839,.0003958751,.00062919117,.00070765469,.0010762762,0,0
08,08125,9678,.00017632295,.00025818584,.00070765469,.0010762762,0,0
09,09001,808907,.00052727852,.00081630552,.00070765469,.0010762762,0,0
09,09003,809169,.00057541736,.00085832516,.00070765469,.0010762762,0,0
09,09005,157330,.00051957788,.00080614956,.00070765469,.0010762762,0,0
09,09007,129350,.00062373432,.00098331529,.00070765469,.0010762762,0,0
09,09009,762277,.00054216041,.00080467539,.00070765469,.0010762762,0,0
09,09011,239335,.00061707635,.00097558217,.00070765469,.0010762762,0,0
09,09013,115306,.00028168241,.00043110142,.00070765469,.0010762762,0,0
09,09015,92547,.00044346173,.0006314395,.00070765469,.0010762762,0,0
10,10001,98272,.00049043162,.00072154799,.00070765469,.0010762762,0,0
10,10003,398549,.00047141616,.00068073405,.00070765469,.0010762762,0,0
10,10005,98115,.00041826029,.00067290245,.00070765469,.0010762762,0,0
11,11001,637161,.00074477895,.0010162177,.00070765469,.0010762762,1,0
12,12001,152232,.0013341527,.0018234825,.00070765469,.0010762762,1,1
12,12003,15389,.00053527649,.00070968771,.00070765469,.0010762762,0,0
12,12005,98338,.00083128095,.00123446,.00070765469,.0010762762,1,1
12,12007,20100,.0003630167,.00061812357,.00070765469,.0010762762,0,0
12,12009,275751,.00054698356,.00082940701,.00070765469,.0010762762,0,0
12,12011,1026241,.00045845442,.00067833182,.00070765469,.0010762762,0,0
12,12013,9299,.00060626934,.00090117997,.00070765469,.0010762762,0,0
12,12015,59505,.00042751562,.00056824205,.00070765469,.0010762762,0,0
12,12017,55748,.00070383085,.0011419436,.00070765469,.0010762762,0,1
12,12019,67844,.0007323657,.0010806653,.00070765469,.0010762762,1,1
12,12021,87548,.00036468959,.00048502826,.00070765469,.0010762762,0,0
12,12023,35638,.0013886924,.002067396,.00070765469,.0010762762,1,1
12,12025,1643040,.00053227926,.00078708393,.00070765469,.0010762762,0,0
12,12027,19165,.00042440888,.00059313339,.00070765469,.0010762762,0,0
12,12029,7789,.0001011947,.000096512165,.00070765469,.0010762762,0,0
12,12031,573019,.00082199444,.0011983651,.00070765469,.0010762762,1,1
12,12033,235191,.00091696146,.0013652778,.00070765469,.0010762762,1,1
12,12035,11201,.00023479316,.0003607742,.00070765469,.0010762762,0,0
12,12037,7686,.00062844739,.00091116328,.00070765469,.0010762762,0,0
12,12039,41698,.00047780655,.00072545663,.00070765469,.0010762762,0,0
12,12041,5892,.00044152653,.00054213963,.00070765469,.0010762762,0,0
12,12045,10651,.00016749179,.00021897172,.00070765469,.0010762762,0,0
12,12047,8790,.000094691823,.00014101258,.00070765469,.0010762762,0,0
12,12049,20385,.00034083275,.00057376805,.00070765469,.0010762762,0,0
12,12051,18847,.00080786541,.0012474564,.00070765469,.0010762762,1,1
12,12053,45736,.00069701241,.0010645214,.00070765469,.0010762762,0,0
12,12055,48104,.00074599218,.0010778231,.00070765469,.0010762762,1,1
12,12057,651957,.00072619831,.0010687008,.00070765469,.0010762762,1,0
12,12059,14808,.00010875191,.00016384138,.00070765469,.0010762762,0,0
12,12061,60741,.00052944245,.00078552659,.00070765469,.0010762762,0,0
12,12063,39299,.00069615914,.0010941945,.00070765469,.0010762762,0,1
12,12065,10722,.00059016212,.00082135049,.00070765469,.0010762762,0,0
12,12067,4040,.00019551118,.00021098083,.00070765469,.0010762762,0,0
12,12069,105911,.00058583455,.00094129593,.00070765469,.0010762762,0,0
12,12071,208127,.00048388747,.00072200864,.00070765469,.0010762762,0,0
12,12073,149760,.0010103288,.0014496923,.00070765469,.0010762762,1,1
12,12075,20065,.00043873827,.00063491898,.00070765469,.0010762762,0,0
12,12079,14942,.00032627376,.00041682582,.00070765469,.0010762762,0,0
12,12081,150317,.00058073411,.00087710028,.00070765469,.0010762762,0,0
12,12083,124239,.0007431393,.0011535275,.00070765469,.0010762762,1,1
12,12085,64964,.00076882471,.001212468,.00070765469,.0010762762,1,1
12,12087,63742,.00039354694,.00061226904,.00070765469,.0010762762,0,0
12,12089,33072,.00037959544,.00052138872,.00070765469,.0010762762,0,0
12,12091,110705,.00043406041,.00063986832,.00070765469,.0010762762,0,0
12,12093,20599,.00040439737,.00051139342,.00070765469,.0010762762,0,0
12,12095,474798,.00072566839,.0010529399,.00070765469,.0010762762,1,0
12,12097,50662,.00045195519,.00070821459,.00070765469,.0010762762,0,0
12,12099,585827,.00059567089,.00088996149,.00070765469,.0010762762,0,0
12,12101,196663,.00039334339,.00059141719,.00070765469,.0010762762,0,0
12,12103,733143,.00062519056,.00094327435,.00070765469,.0010762762,0,0
12,12105,324097,.0006343096,.00092905946,.00070765469,.0010762762,0,0
12,12107,50793,.00076433155,.001136456,.00070765469,.0010762762,1,1
12,12109,51960,.00066038186,.00094475603,.00070765469,.0010762762,0,0
12,12111,88827,.00035229319,.00050043757,.00070765469,.0010762762,0,0
12,12113,56622,.00051616866,.00076605915,.00070765469,.0010762762,0,0
12,12115,204558,.00069157849,.0010833959,.00070765469,.0010762762,0,1
12,12117,182019,.00059209566,.00094364176,.00070765469,.0010762762,0,0
12,12119,24439,.000062486273,.00011340152,.00070765469,.0010762762,0,0
12,12121,22462,.00067252084,.001002067,.00070765469,.0010762762,0,0
12,12123,16595,.00073787372,.0010870574,.00070765469,.0010762762,1,1
12,12125,10171,.00051037862,.00085442525,.00070765469,.0010762762,0,0
12,12127,261519,.0005735663,.0008860114,.00070765469,.0010762762,0,0
12,12129,10895,.000086034284,.00012811999,.00070765469,.0010762762,0,0
12,12131,21429,.0002384148,.00035692099,.00070765469,.0010762762,0,0
12,12133,14568,.000045486406,.000067737164,.00070765469,.0010762762,0,0
13,13001,15524,.00071266538,.0010763441,.00070765469,.0010762762,1,1
13,13005,9406,.00077250873,.0011933151,.00070765469,.0010762762,1,1
13,13007,3801,.00021979562,.00032731387,.00070765469,.0010762762,0,0
13,13009,34813,.00062041054,.00082086417,.00070765469,.0010762762,0,0
13,13013,21477,.00081093865,.0010803321,.00070765469,.0010762762,1,1
13,13015,40911,.00042597612,.0007028135,.00070765469,.0010762762,0,0
13,13017,16051,.0015082192,.0021787535,.00070765469,.0010762762,1,1
13,13019,13569,.00099268067,.0014739035,.00070765469,.0010762762,1,1
13,13021,150359,.0012693357,.0017377229,.00070765469,.0010762762,1,1
13,13023,10787,.0012659786,.0017144498,.00070765469,.0010762762,1,1
13,13025,8753,.00035936487,.0003703392,.00070765469,.0010762762,0,0
13,13027,15252,.00054369267,.00082423678,.00070765469,.0010762762,0,0
13,13029,10259,.00016897728,.00035245455,.00070765469,.0010762762,0,0
13,13031,35976,.0012701309,.0018169503,.00070765469,.0010762762,1,1
13,13033,19386,.0011469417,.001607453,.00070765469,.0010762762,1,1
13,13035,13671,.00057815848,.00079876941,.00070765469,.0010762762,0,0
13,13037,5715,.0037052357,.0056595346,.00070765469,.0010762762,1,1
13,13043,7520,.0018301703,.0027951621,.00070765469,.0010762762,1,1
13,13045,56666,.00080965809,.0011605228,.00070765469,.0010762762,1,1
13,13047,37133,.0019626175,.0032986414,.00070765469,.0010762762,1,1
13,13049,7358,.00044638096,.00057084713,.00070765469,.0010762762,0,0
